Year,Month,IncType,ParentPropertyType,NumFireDeaths,NumAllFireInjuries,IncGeo_BoroughCode,IncGeo_BoroughName,IncGeo_WardCode,IncGeo_WardName,IgnitionSourcePower,IgnitionSource,ItemFirstIgnited,LocationFireStarted,ApplianceManufacturer,ApplianceManufacturerOther,MainCauseModel
2009,November,Primary Fire,Dwelling,0,0,E09000004,Bexley,E05011226,Falconwood & Welling,Electricity,Washing machine,Wiring insulation,Kitchen,HOTPOINT,NULL,AQUARIUS 1100
2009,November,Primary Fire,Dwelling,0,0,E09000011,Greenwich,E05014091,West Thamesmead,Electricity,Washing machine,Wiring insulation,Kitchen,HOTPOINT,NULL,ULTIMA 1200
2009,December,Primary Fire,Dwelling,0,0,E09000023,Lewisham,E05013730,Rushey Green,Electricity,Tumble dryer - Standard,Wiring insulation,Kitchen,HOTPOINT,NULL,tumble dryer
2009,December,Primary Fire,Dwelling,0,0,E09000022,Lambeth,E05014104,Herne Hill & Loughborough Junction,Electricity,Tumble dryer - Standard,Wiring insulation,Kitchen,CREDA,NULL,TVR 2
2009,November,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013635,East Barnet,Electricity,Tumble dryer - Standard,Plastic - raw material only,Garage,BOSCH,NULL,tumble dryer
2009,November,Primary Fire,Dwelling,0,4,E09000025,Newham,E05013916,Manor Park,Electricity,Fridge/Freezer,Gases,Kitchen,DAEWOO,NULL,ERF344MSG
2009,November,Primary Fire,Dwelling,0,0,E09000013,Hammersmith and Fulham,E05013740,Grove,Electricity,Tumble dryer - Standard,Plastic - raw material only,Utility room,WHIRLPOOL,NULL,Not known
2009,November,Primary Fire,Dwelling,0,0,E09000014,Haringey,E05013592,Highgate,Electricity,Tumble dryer - Standard,Clothing,Utility room,MIELE,NULL,Tumble Dryer
2009,November,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013639,Finchley Church End,Electricity,Tumble dryer - Standard,Unspecified internal fitting/part of structure,Utility room,SIEMENS,NULL,WT 720 CGB
2009,November,Primary Fire,Dwelling,0,0,E09000017,Hillingdon,E05013580,Uxbridge,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,HOTPOINT,NULL,Aquarist tumble dryer
2009,October,Primary Fire,Dwelling,0,0,E09000021,Kingston upon Thames,E05013946,Tudor,Electricity,Dishwasher,Other item,Kitchen,Other,Unknown,Unknown
2009,November,Primary Fire,Dwelling,0,0,E09000016,Havering,E05013980,Rush Green & Crowlands,Electricity,Tumble dryer - Standard,Other item,Kitchen,Other,FIT to supply,FIT to supply
2009,September,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013639,Finchley Church End,Electricity,Dishwasher,Wiring insulation,Kitchen,BOSCH,NULL,calgont finish
2009,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000003,Barnet,E05013628,Barnet Vale,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,WHIRLPOOL,NULL,AFB409/G/WP
2009,March,Primary Fire,Converted Flats/Maisonettes,0,0,E09000013,Hammersmith and Fulham,E05013747,Sands End,Electricity,Washing machine,Other item,Kitchen,INDESIT,NULL,WIL 103 (UK)
2009,May,Primary Fire,Converted Flats/Maisonettes,0,0,E09000019,Islington,E05013711,St. Peter's & Canalside,Electricity,Tumble dryer - Standard,Clothing,Kitchen,SENSODRY,NULL,Dual heat Tumble Dryer
2009,December,Primary Fire,House in Multiple Occupation,0,0,E09000031,Waltham Forest,E05013891,High Street,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,AEG,NULL,Not known
2009,September,Primary Fire,House in Multiple Occupation,0,0,E09000022,Lambeth,E05014112,Streatham Common & Vale,Electricity,Washing machine,Wiring insulation,Kitchen,Other,UNKNOWN,WASHING MACHINE/UNKNOWN
2009,April,Primary Fire,House in Multiple Occupation,0,0,E09000010,Enfield,E05013686,New Southgate,Electricity,Fridge/Freezer,Other/Unspecified furnishings,Kitchen,Other,not known,not known
2009,May,Primary Fire,Dwelling,0,1,E09000032,Wandsworth,E05014013,Furzedown,Electricity,Spin dryer,Wiring insulation,Kitchen,CREDA,NULL,"Debonaire autopump, S20 IPW"
2009,October,Primary Fire,Dwelling,0,0,E09000002,Barking and Dagenham,E05014057,Becontree,Electricity,Washing machine,Other item,Kitchen,AEG,NULL,76200
2009,October,Primary Fire,Dwelling,0,0,E09000022,Lambeth,E05014102,Clapham Town,Electricity,Dishwasher,Wiring insulation,Kitchen,DE DIETRICH,NULL,36VLDHGB1
2009,October,Primary Fire,Dwelling,0,0,E09000006,Bromley,E05013990,Bromley Common & Holwood,Electricity,Washing machine,Unspecified internal fitting/part of structure,Conservatory,INDESIT,NULL,WIA 101 (uk)
2009,September,Primary Fire,Dwelling,0,0,E09000010,Enfield,E05013687,Oakwood,Electricity,Washing machine,Wiring insulation,Kitchen,NULL,NULL,NULL
2009,October,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011486,Thornton Heath,Electricity,Fridge/Freezer,Plastic - raw material only,Utility room,DANFOSS,NULL,unknown
2009,October,Primary Fire,Dwelling,0,0,E09000006,Bromley,E05014006,St. Mary Cray,Electricity,Dishwasher,Other item,Kitchen,INDESIT,NULL,?
2009,October,Primary Fire,Dwelling,0,0,E09000007,Camden,E05013668,Regent's Park,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,CREDA,NULL,Simplicity TVR2
2009,September,Primary Fire,Dwelling,0,0,E09000014,Haringey,E05013599,South Tottenham,Electricity,Washing machine,Plastic - raw material only,Kitchen,INDESIT,NULL,WI2111
2009,July,Primary Fire,Dwelling,0,0,E09000020,Kensington and Chelsea,E05009399,Notting Dale,Electricity,Washing machine,Plastic - raw material only,Kitchen,Other,unknown,unknown
2009,August,Primary Fire,Dwelling,0,1,E09000003,Barnet,E05013644,High Barnet,Electricity,Tumble dryer - Standard,Clothing,Utility room,INDESIT,NULL,1560V
2009,August,Primary Fire,Dwelling,0,0,E09000011,Greenwich,E05014073,Blackheath Westcombe,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,HOOVER,NULL,MAXI 6 tumble drier
2009,September,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013635,East Barnet,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,HOTPOINT,NULL,AQUARIUS T.D.L 31
2009,August,Primary Fire,Dwelling,0,1,E09000021,Kingston upon Thames,E05013942,Old Malden,Electricity,Fridge/Freezer,Other item,Kitchen,Other,Unknown,Unknown
2009,August,Primary Fire,Dwelling,0,0,E09000017,Hillingdon,E05013570,Heathrow Villages,Electricity,Tumble dryer - Standard,Plastic - raw material only,Kitchen,HOTPOINT,NULL,TDL12P
2009,July,Primary Fire,Dwelling,0,0,E09000026,Redbridge,E05011242,Fairlop,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,NULL,NULL,NULL
2009,June,Primary Fire,Offices and call centres,0,0,E09000006,Bromley,E05014002,Penge & Cator,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,INDESIT,NULL,1560V tumble dryer
2009,August,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011486,Thornton Heath,Electricity,Washing machine,Plastic - raw material only,Kitchen,BOSCH,NULL,unknown
2009,August,Primary Fire,Dwelling,0,0,E09000006,Bromley,E05013988,Bickley & Sundridge,Electricity,Dishwasher,Other item,Kitchen,WESTINGHOUSE,NULL,3E1181213231110
2009,November,Primary Fire,Retail,0,0,E09000028,Southwark,E05011115,St. Giles,Electricity,Tumble dryer - Standard,Gases,Shop floor/Showroom/Display hall,NULL,NULL,NULL
2009,January,Primary Fire,Retail,0,0,E09000032,Wandsworth,E05014014,Lavender,Electricity,Washer/Dryer combined,Not known,Shop floor/Showroom/Display hall,NULL,NULL,NULL
2009,October,Primary Fire,Food and Drink,0,0,E09000033,Westminster,E05013808,West End,Electricity,Fridge/Freezer,Wiring insulation,Store room,CARVELL,NULL,Unknown
2009,April,Primary Fire,Sporting venues,0,0,E09000014,Haringey,E05013596,Northumberland Park,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,STAYCOLD,NULL,double glass door fridge
2009,July,Primary Fire,Non Residential,0,0,E09000003,Barnet,E05013645,Mill Hill,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,NULL,NULL,NULL
2009,July,Primary Fire,Dwelling,0,0,E09000018,Hounslow,E05013614,Feltham West,Electricity,Tumble dryer - Standard,Other item,Kitchen,CREDA,NULL,SIMPLICITY DRYER T522VW
2009,July,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011464,Bensham Manor,Electricity,Fridge/Freezer,Internal Fittings,Living room,BEKO,NULL,CA5411FF
2009,July,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011471,New Addington South,Electricity,Dishwasher,Internal Fittings,Kitchen,NULL,NULL,NULL
2009,July,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011481,Selsdon Vale & Forestdale,Electricity,Dishwasher,Plastic - raw material only,Kitchen,INDESIT,NULL,D41
2009,July,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013640,Friern Barnet,Electricity,Spin dryer,Other item,Kitchen,L G,NULL,TDC 70045E
2009,July,Primary Fire,Dwelling,0,0,E09000025,Newham,E05013912,Forest Gate South,Electricity,Washing machine,Not known,Kitchen,HOOVER,NULL,nextra6
2009,July,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011482,Shirley North,Electricity,Tumble dryer - Standard,Other textiles,Kitchen,INDESIT,NULL,g74l
2009,July,Primary Fire,Dwelling,0,0,E09000019,Islington,E05013704,Highbury,Electricity,Tumble dryer - Standard,Plastic - raw material only,Kitchen,NULL,NULL,NULL
2009,June,Primary Fire,Dwelling,0,0,E09000009,Ealing,E05013528,North Greenford,Electricity,Fridge/Freezer,Wiring insulation,Dining room,BEKO,NULL,a1 fridge
2009,June,Primary Fire,Dwelling,0,1,E09000023,Lewisham,E05013717,Catford South,Electricity,Fridge/Freezer,Other item,Kitchen,Other,unknown,unknown
2009,July,Primary Fire,Dwelling,0,0,E09000023,Lewisham,E05013718,Crofton Park,Electricity,Washer/Dryer combined,Plastic - raw material only,Kitchen,NULL,NULL,NULL
2009,June,Primary Fire,Dwelling,0,0,E09000013,Hammersmith and Fulham,E05013745,Parsons Green & Sandford,Electricity,Dishwasher,Other item,Kitchen,NEFF,NULL,S4130 or S4132
2009,June,Primary Fire,Dwelling,0,0,E09000006,Bromley,E05014003,Petts Wood & Knoll,Electricity,Washing machine,Wiring insulation,Utility room,HOOVER,NULL,WDM 120
2009,January,Primary Fire,Dwelling,0,0,E09000014,Haringey,E05013604,White Hart Lane,Electricity,Fridge/Freezer,Internal Fittings,Kitchen,HOTPOINT,NULL,fridge/freezer
2009,May,Primary Fire,Dwelling,0,0,E09000027,Richmond upon Thames,E05013787,South Twickenham,Electricity,Dishwasher,Wiring insulation,Kitchen,CARLTON,NULL,Dishwasher
2009,May,Primary Fire,Dwelling,0,0,E09000015,Harrow,E05013546,Greenhill,Electricity,Washing machine,Not known,Kitchen,HOTPOINT,NULL,aquarius 1100 wm63
2009,May,Primary Fire,Dwelling,0,0,E09000015,Harrow,E05013546,Greenhill,Electricity,Tumble dryer - Standard,Clothing,Kitchen,NULL,NULL,NULL
2009,April,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011465,Broad Green,Electricity,Washer/Dryer combined,Other item,Kitchen,SERVIS,NULL,Washer Dryer 900
2009,April,Primary Fire,Dwelling,0,0,E09000025,Newham,E05013926,Wall End,Electricity,Washing machine,Other item,Kitchen,Other,Intelligent care,Aquarius
2009,March,Primary Fire,Dwelling,0,1,E09000003,Barnet,E05013630,Burnt Oak,Electricity,Tumble dryer - Standard,Not known,Conservatory,Other,unable to find,Not known
2009,February,Primary Fire,Dwelling,0,0,E09000011,Greenwich,E05014081,Greenwich Park,Electricity,Fridge/Freezer,Internal Fittings,Kitchen,BOSCH,NULL,not known
2009,February,Primary Fire,Dwelling,0,0,E09000014,Haringey,E05013604,White Hart Lane,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,DIAMOND,NULL,4581
2009,January,Primary Fire,Dwelling,0,1,E09000030,Tower Hamlets,E05009322,Bromley South,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,Other,Unknown,unknown
2009,June,Primary Fire,Dwelling,0,0,E09000023,Lewisham,E05013727,Lewisham Central,Electricity,Tumble dryer - Standard,Other item,Kitchen,INDESIT,NULL,1560V
2009,June,Primary Fire,Dwelling,0,0,E09000033,Westminster,E05013793,Bayswater,Electricity,Washer/Dryer combined,Wiring insulation,Utility room,NULL,NULL,NULL
2009,June,Primary Fire,Dwelling,0,0,E09000008,Croydon,E05011486,Thornton Heath,Electricity,Dishwasher,Wiring insulation,Kitchen,BEKO,NULL,"DWD 5410W, AAA Class Dishwasher"
2009,January,Primary Fire,Dwelling,0,3,E09000015,Harrow,E05013552,Kenton West,Electricity,Tumble dryer - Standard,Clothing,Garage,WHITE KNIGHT,NULL,Inteldry
2009,March,Primary Fire,Dwelling,0,0,E09000010,Enfield,E05013692,Southgate,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,HOTPOINT,NULL,Aquarius
2009,March,Primary Fire,Dwelling,0,0,E09000015,Harrow,E05013554,North Harrow,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,BEKO,NULL,Not Known
2009,March,Primary Fire,Dwelling,0,0,E09000030,Tower Hamlets,E05009318,Blackwall & Cubitt Town,Electricity,Fridge/Freezer,Other item,Kitchen,CREDA,NULL,model 26051
2009,March,Primary Fire,Dwelling,0,0,E09000031,Waltham Forest,E05013898,Markhouse,Electricity,Fridge/Freezer,Other item,Utility room,BEKO,NULL,unknown
2009,March,Primary Fire,Dwelling,0,0,E09000002,Barking and Dagenham,E05014066,Northbury,Electricity,Washing machine,Other item,Kitchen,Other,unknown,Unknown
2009,April,Primary Fire,Dwelling,0,0,E09000026,Redbridge,E05011237,Chadwell,Electricity,Dishwasher,Other item,Kitchen,DIPLOMAT,NULL,ADP 8132
2009,April,Primary Fire,Dwelling,0,0,E09000026,Redbridge,E05011243,Fullwell,Electricity,Washer/Dryer combined,Other item,Kitchen,DAEWOO,NULL,DWD-1410DS
2009,January,Primary Fire,Dwelling,0,0,E09000029,Sutton,E05013762,St. Helier West,Electricity,Tumble dryer - Standard,Wiring insulation,Other,INDESIT,NULL,not known
2009,October,Primary Fire,Dwelling,0,0,E09000002,Barking and Dagenham,E05014071,Whalebone,Electricity,Fridge/Freezer,Unspecified internal fitting/part of structure,Kitchen,NULL,NULL,NULL
2009,March,Primary Fire,Residential Home,0,0,E09000003,Barnet,E05013648,West Finchley,Electricity,Dishwasher,Plastic - raw material only,Kitchen,HOTPOINT,NULL,Aquarius Dishwasher
2009,January,Primary Fire,Residential Home,0,0,E09000014,Haringey,E05013603,West Green,Electricity,Washing machine,Wiring insulation,Laundry room,JLA,NULL,Sluice washer
2009,December,Primary Fire,Retail,0,0,E09000033,Westminster,E05013793,Bayswater,Electricity,Tumble dryer - Standard,Wiring insulation,Store room,NULL,NULL,NULL
2009,February,Primary Fire,Retail,0,0,E09000016,Havering,E05013973,Harold Wood,Electricity,Tumble dryer - Standard,Plastic - raw material only,Utility room,HOTPOINT,NULL,aquarius vtd2og -95313280000
2009,May,Primary Fire,Education,0,0,E09000016,Havering,E05013974,Havering-atte-Bower,Electricity,Dishwasher,Plastic - raw material only,Kitchen,HOTPOINT,NULL,Super plus 7820
2009,October,Primary Fire,Non Residential,0,0,E09000021,Kingston upon Thames,E05013933,Coombe Vale,Electricity,Fridge/Freezer,Wiring insulation,Garage,NULL,NULL,NULL
2009,December,Primary Fire,Non Residential,0,0,E09000006,Bromley,E05013994,Clock House,Electricity,Fridge/Freezer,Wiring insulation,Garage,INDESIT,NULL,NOT KNOWN
2009,May,Primary Fire,Non Residential,0,0,E09000029,Sutton,E05013773,Worcester Park South,Electricity,Fridge/Freezer,Plastic - raw material only,Garage,PROLINE,NULL,SLIMLINE PLUS
2009,November,Primary Fire,Outdoor structures,0,1,E09000026,Redbridge,E05011243,Fullwell,Electricity,Washing machine,Other item,Office,NULL,NULL,NULL
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000003,Barnet,E05013631,Childs Hill,Electricity,Washing machine,Wiring insulation,Kitchen,INDESIT,NULL,wia111
2009,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000002,Barking and Dagenham,E05014061,Gascoigne,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,CANDY,NULL,CMD146
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,Newham,E05013908,Custom House,Electricity,Tumble dryer - Standard,Internal Fittings,Kitchen,HOTPOINT,NULL,Aquarius VTD00
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000003,Barnet,E05013639,Finchley Church End,Electricity,Fridge/Freezer,Internal Fittings,Kitchen,NEFF,NULL,intergrated fridge
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000005,Brent,E05013496,Alperton,Electricity,Fridge/Freezer,Other item,Kitchen,Other,not known,not known
2009,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,Newham,E05013918,Plaistow North,Electricity,Tumble dryer - Standard,Other textiles,Kitchen,HOTPOINT,NULL,Aquarius TDL 32
2009,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000007,Camden,E05013670,South Hampstead,Electricity,Washing machine,Wiring insulation,Kitchen,BEKO,NULL,WMA 10W
2009,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,Southwark,E05011106,North Bermondsey,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,NULL,NULL,NULL
2009,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,Wandsworth,E05014015,Nine Elms,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,BOSCH,NULL,Exxcel
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,1,E09000021,Kingston upon Thames,E05013938,Kingston Town,Electricity,Washing machine,Wiring insulation,Kitchen,CANDY,NULL,cn450
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000017,Hillingdon,E05013570,Heathrow Villages,Electricity,Washing machine,Plastic - raw material only,Kitchen,WHIRLPOOL,NULL,service number 857032915300 
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000016,Havering,E05013974,Havering-atte-Bower,Electricity,Tumble dryer - Standard,Other item,Kitchen,INDESIT,NULL,is60v5
2009,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,Wandsworth,E05014011,East Putney,Electricity,Fridge/Freezer,Other furniture,Kitchen,BEKO,NULL,CSB 4606FF
2009,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000011,Greenwich,E05014088,Plumstead Common,Electricity,Washer/Dryer combined,Rubber - raw material only,Kitchen,HOTPOINT,NULL,Aqurarius
2009,October,Primary Fire,Purpose Built Flats/Maisonettes,0,1,E09000006,Bromley,E05014005,Shortlands & Park Langley,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,Other,Not known,Not known
2009,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000023,Lewisham,E05013730,Rushey Green,Electricity,Washing machine,Internal Fittings,Kitchen,SERVIS,NULL,1300
2009,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,Southwark,E05011113,Rye Lane,Electricity,Washing machine,Plastic - raw material only,Kitchen,INDESIT,NULL,not known
2009,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000020,Kensington and Chelsea,E05009390,Campden,Electricity,Fridge/Freezer,Gases,Kitchen,NULL,NULL,NULL
2009,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000010,Enfield,E05013696,Winchmore Hill,Electricity,Washing machine,Plastic - raw material only,Kitchen,BEKO,NULL,wma-5205s
2009,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000004,Bexley,E05011230,Sidcup,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,BEKO,NULL,CDA 543 F
2009,January,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000029,Sutton,E05013771,Wallington South,Electricity,Tumble dryer - Standard,Plastic - raw material only,Living room,SERVIS,NULL,M2010
2009,February,Primary Fire,Purpose Built Flats/Maisonettes,0,3,E09000022,Lambeth,E05014096,Brixton North,Electricity,Tumble dryer - Standard,Clothing,Other,INDESIT,NULL,IS31VU(UK)
2009,January,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,Wandsworth,E05014012,Falconbrook,Electricity,Washer/Dryer combined,Clothing,Kitchen,CREDA,NULL,N/A
2009,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000011,Greenwich,E05014079,Eltham Town & Avery Hill,Electricity,Washing machine,Not known,Kitchen,NULL,NULL,NULL
2009,February,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,Hackney,E05009376,Homerton,Electricity,Spin dryer,Internal Fittings,Kitchen,THORN,NULL,td 45 8519760
2009,May,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,Hackney,E05009386,Victoria,Electricity,Washer/Dryer combined,Plastic - raw material only,Kitchen,CANDY,NULL,Nova
2009,May,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000001,City of London,E05009302,Cripplegate,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,ZANUSSI,NULL,Jetstream 1250
2009,February,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000020,Kensington and Chelsea,E05009396,Golborne,Electricity,Fridge/Freezer,Plastic - raw material only,Kitchen,HOTPOINT,NULL,uknown
2009,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,Hackney,E05009387,Woodberry Down,Electricity,Washing machine,Rubber - raw material only,Kitchen,HOOVER,NULL,Nextra HNL 71463D
2009,January,Primary Fire,Purpose Built Flats/Maisonettes,0,1,E09000009,Ealing,E05013528,North Greenford,Electricity,Fridge/Freezer,Wiring insulation,Kitchen,KELVINATOR,NULL,unknown
2009,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,Hackney,E05009371,De Beauvoir,Electricity,Washer/Dryer combined,Other item,Kitchen,HOTPOINT,NULL,BHWD 129
2009,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000020,Kensington and Chelsea,E05009389,Brompton & Hans Town,Electricity,Dishwasher,Plastic - raw material only,Kitchen,BOSCH,NULL,SMS44
2009,May,Late Call,Purpose Built Flats/Maisonettes,0,1,E09000028,Southwark,E05011104,London Bridge & West Bermondsey,Electricity,Washing machine,Wiring insulation,Kitchen,HOOVER,NULL,Performer 1100
2009,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000009,Ealing,E05013524,Hanger Hill,Electricity,Tumble dryer - Standard,Clothing,Utility room,Other, Lavatherm,37700-W
2009,May,Primary Fire,Converted Flats/Maisonettes,0,0,E09000028,Southwark,E05011110,Peckham,Electricity,Washing machine,Plastic - raw material only,Kitchen,HOTPOINT,NULL,Aquarius WM31
2009,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000007,Camden,E05013652,Belsize,Electricity,Tumble dryer - Standard,Wiring insulation,Kitchen,HOOVER,NULL,HNC382T
2009,April,Primary Fire,Converted Flats/Maisonettes,0,0,E09000007,Camden,E05013670,South Hampstead,Electricity,Dishwasher,Internal Fittings,Kitchen,Other,not known,not known
2009,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000026,Redbridge,E05011247,Loxford,Electricity,Tumble dryer - Standard,Plastic - raw material only,Kitchen,CANDY,NULL,CDC 266
2009,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000006,Bromley,E05014005,Shortlands & Park Langley,Electricity,Washer/Dryer combined,Not known,Kitchen,HOOVER,NULL,WA115
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000033,Westminster,E05013796,Hyde Park,Electricity,Washing machine,Plastic - raw material only,Kitchen,BENDIX,NULL,Unknown
2009,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000003,Barnet,E05013634,Cricklewood,Electricity,Washing machine,Wiring insulation,Kitchen,HOTPOINT,NULL,WD640
2009,October,Primary Fire,Converted Flats/Maisonettes,0,0,E09000033,Westminster,E05013804,Queen's Park,Electricity,Tumble dryer - Standard,Wiring insulation,Corridor/Hall,WHITE KNIGHT,NULL,38AW
2009,October,Primary Fire,Converted Flats/Maisonettes,0,0,E09000022,Lambeth,E05014119,West Dulwich,Electricity,Washing machine,Wiring insulation,Utility room,INDESIT,NULL,wia 121  195050324.03
2009,September,Primary Fire,Converted Flats/Maisonettes,0,0,E09000032,Wandsworth,E05014013,Furzedown,Electricity,Dishwasher,Other/Unspecified furnishings,Kitchen,NEC,NULL,WQP 12 9319
2009,September,Primary Fire,Converted Flats/Maisonettes,0,0,E09000011,Greenwich,E05014089,Shooters Hill,Electricity,Washing machine,Other item,Kitchen,SERVICE,NULL,Washing machine
2009,December,Primary Fire,Converted Flats/Maisonettes,0,0,E09000018,Hounslow,E05013608,Brentford West,Electricity,Spin dryer,Clothing,Living room,CREDA,NULL,Debonair
2009,September,Primary Fire,Converted Flats/Maisonettes,0,0,E09000026,Redbridge,E05011244,Goodmayes,Electricity,Washing machine,Plastic - raw material only,Kitchen,ZANUSSI,NULL,ESSENTIAL 1600
2009,December,Primary Fire,Converted Flats/Maisonettes,0,0,E09000005,Brent,E05013503,Kilburn,Electricity,Washing machine,Wiring insulation,Kitchen,BELLING,NULL,compact
2009,October,Primary Fire,Converted Flats/Maisonettes,0,0,E09000020,Kensington and Chelsea,E05009393,Courtfield,Electricity,Dishwasher,Other item,Kitchen,NULL,NULL,NULL
2009,November,Primary Fire,Converted Flats/Maisonettes,0,0,E09000009,Ealing,E05013541,Walpole,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,CANDY,NULL,Aquaviva 1300
2009,August,Primary Fire,Converted Flats/Maisonettes,0,0,E09000033,Westminster,E05013795,Harrow Road,Electricity,Washing machine,Plastic - raw material only,Kitchen,CANDY,NULL,Auto sprint CNA 145-80
2009,August,Primary Fire,Converted Flats/Maisonettes,0,0,E09000008,Croydon,E05011467,Crystal Palace & Upper Norwood,Electricity,Washing machine,Foam - raw material only,Kitchen,INDESIT,NULL,wg1130t
2009,October,Primary Fire,Converted Flats/Maisonettes,0,0,E09000033,Westminster,E05013804,Queen's Park,Electricity,Washing machine,Wiring insulation,Kitchen,HOOVER,NULL,hnwl7146
2009,January,Primary Fire,Converted Flats/Maisonettes,0,0,E09000015,Harrow,E05013550,Headstone,Electricity,Washing machine,Not known,Kitchen,HOOVER,NULL,1300 Special Edition
2009,April,Primary Fire,Converted Flats/Maisonettes,0,0,E09000010,Enfield,E05013689,Ponders End,Electricity,Spin dryer,Other item,Bathroom/Toilet,NULL,NULL,NULL
2009,March,Primary Fire,Converted Flats/Maisonettes,0,0,E09000022,Lambeth,E05014106,Knight's Hill,Electricity,Washer/Dryer combined,Other textiles,Kitchen,INDESIT,NULL,time 4 u
2009,May,Primary Fire,Converted Flats/Maisonettes,0,0,E09000019,Islington,E05013702,Clerkenwell,Electricity,Washing machine,Wiring insulation,Kitchen,BOSCH,NULL,Maxx freedom performance Classi xx 1000 express
2009,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000005,Brent,E05013515,Wembley Hill,Electricity,Washing machine,Plastic - raw material only,Kitchen,HOTPOINT,NULL,unknown
2009,June,Primary Fire,House in Multiple Occupation,0,3,E09000005,Brent,E05013510,Stonebridge,Electricity,Fridge/Freezer,Other item,Kitchen,BEKO,NULL,UNKNOWN
2009,January,Primary Fire,Dwelling,0,3,E09000031,Waltham Forest,E05013899,St. James,Electricity,Tumble dryer - Standard,Wiring insulation,Bedroom,HOTPOINT,NULL,unknown
