Year,Month,IncType,ParentPropertyType,NumFireDeaths,NumAllFireInjuries,IncGeo_BoroughCode,IncGeo_BoroughName,IncGeo_WardCode,IncGeo_WardName,IgnitionSourcePower,IgnitionSource,ItemFirstIgnited,LocationFireStarted,ApplianceManufacturer,ApplianceManufacturerOther,MainCauseModel
2015,December,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013638,Edgwarebury,Electricity,Tumble dryer - Condensing,Wiring insulation,Kitchen,MAYTAG,NULL,Intellisense Super 9
2015,December,Primary Fire,Dwelling,0,0,E09000005,BRENT,E05013500,Dollis Hill,Electricity,Fridge/Freezer - Freestanding,Unspecified internal fitting/part of structure,Dining room,Other,Cold zone,CZ240FFT
2015,December,Primary Fire,Dwelling,0,1,E09000008,CROYDON,E05011465,Broad Green,Electricity,Tumble dryer - Standard,Internal Fittings,Utility room,HOOVER,NULL,NULL
2015,December,Primary Fire,Dwelling,0,1,E09000032,WANDSWORTH,E05014023,Tooting Bec,Electricity,Tumble dryer - Condensing,Internal Fittings,Kitchen,SIEMENS,NULL,wt46e381gb
2015,December,Primary Fire,Dwelling,0,0,E09000032,WANDSWORTH,E05014030,West Putney,Electricity,Tumble dryer - Standard,Other textiles,"Under stairs (enclosed, storage area)",HOTPOINT,NULL,unknown
2015,April,Primary Fire,Dwelling,0,0,E09000002,Barking and Dagenham,E05014064,Longbridge,Electricity,Washing machine,Wiring insulation,Kitchen,NULL,NULL,NULL
2015,April,Primary Fire,Dwelling,0,0,E09000025,Newham,E05013919,Plaistow South,Electricity,Tumble dryer - Condensing,Wiring insulation,Kitchen,INDESIT,NULL,IS70C
2015,April,Primary Fire,Dwelling,0,0,E09000024,Merton,E05013811,Cannon Hill,Electricity,Freezer - Freestanding,Foam - raw material only,Garage,Other,damaged beyond recognition,Unknown
2015,November,Primary Fire,Dwelling,0,0,E09000016,HAVERING,E05013976,Hylands & Harrow Lodge,Electricity,Tumble dryer - Standard,Other item,Other,HOTPOINT,NULL,Aquaris - model TDL30P
2015,November,Primary Fire,Dwelling,0,0,E09000005,BRENT,E05013510,Stonebridge,Electricity,Washing machine,Plastic - raw material only,Kitchen,INDESIT,NULL,WIDL series
2015,November,Primary Fire,Dwelling,0,0,E09000029,SUTTON,E05013757,Carshalton South & Clockhouse,Electricity,Fridge/Freezer - Freestanding,Capacitor,Kitchen,HOTPOINT,NULL,RFS60s
2015,November,Primary Fire,Dwelling,0,0,E09000004,BEXLEY,E05011218,Belvedere,Electricity,Washing machine,Internal Fittings,Kitchen,HOOVER,NULL,Optima
2015,November,Primary Fire,Dwelling,0,0,E09000005,BRENT,E05013502,Kenton,Electricity,Tumble dryer - Standard,Internal Fittings,Kitchen,HOTPOINT,NULL,n/a
2015,November,Primary Fire,Dwelling,0,0,E09000024,MERTON,E05013818,Longthornton,Electricity,Washing machine,Internal Fittings,Kitchen,BEKO,NULL,WM6355W
2015,July,Primary Fire,Dwelling,0,1,E09000029,Sutton,E05013769,The Wrythe,Electricity,Tumble dryer - Standard,Clothing,Corridor/Hall,NULL,NULL,NULL
2015,July,Primary Fire,Dwelling,0,0,E09000031,Waltham Forest,E05013884,Chapel End,Electricity,Freezer - Freestanding,Wiring insulation,Kitchen,Other,AVITA,not known
2015,July,Primary Fire,Dwelling,0,1,E09000018,Hounslow,E05013612,Cranford,Electricity,Fridge - Freestanding,Wiring insulation,Bedroom,Other,not determined,not determined
2015,July,Primary Fire,Dwelling,0,0,E09000010,Enfield,E05013680,Enfield Lock,Electricity,Freezer - Freestanding,Plastic - raw material only,Utility room,NULL,NULL,NULL
2015,June,Primary Fire,Dwelling,0,0,E09000019,Islington,E05013698,Barnsbury,Electricity,Tumble dryer - Standard,Wiring insulation,Utility room,WHITE KNIGHT,NULL,044AW
2015,June,Primary Fire,Dwelling,0,0,E09000029,Sutton,E05013759,Hackbridge,Electricity,Dishwasher,Wiring insulation,Kitchen,HOTPOINT,NULL,aquarius
2015,June,Primary Fire,Dwelling,0,0,E09000015,Harrow,E05013560,Stanmore,Electricity,Dishwasher,Plastic - raw material only,Kitchen,NULL,NULL,NULL
2015,June,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013643,Hendon,Electricity,Tumble dryer - Standard,Wiring insulation,Garage,Other,UNKNOWN,UNKNOWN
2015,June,Primary Fire,Dwelling,0,0,E09000025,Newham,E05013904,Beckton,Electricity,Tumble dryer - Standard,Other item,Kitchen,HOTPOINT,NULL,Aquarius TDC30
2015,June,Primary Fire,Dwelling,0,0,E09000005,Brent,E05013507,Queens Park,Electricity,Tumble dryer - Standard,Other textiles,Kitchen,CREDA,NULL,Not identified
2015,May,Primary Fire,Dwelling,0,0,E09000009,Ealing,E05013524,Hanger Hill,Electricity,Washing machine,None,Kitchen,BOSCH,NULL,w1200
2015,April,Primary Fire,Dwelling,0,0,E09000015,Harrow,E05013548,Harrow Weald,Electricity,Washer/Dryer combined,Plastic - raw material only,Kitchen,NULL,NULL,NULL
2015,June,Primary Fire,Dwelling,0,0,E09000003,Barnet,E05013641,Garden Suburb,Electricity,Washing machine,Unspecified internal fitting/part of structure,Kitchen,SIEMENS,NULL,WM14S794GB
2015,May,Primary Fire,Dwelling,0,0,E09000023,Lewisham,E05013720,Downham,Electricity,Tumble dryer - Standard,Wiring insulation,Living room,Other,unknown,unknown
2015,April,Primary Fire,Dwelling,0,0,E09000021,Kingston upon Thames,E05013933,Coombe Vale,Electricity,Fridge/Freezer - Integrated,Plastic - raw material only,Kitchen,ZANUSSI,NULL,DF 77 30 FF
2015,April,Primary Fire,Dwelling,0,0,E09000031,Waltham Forest,E05013894,Larkswood,Electricity,Tumble dryer - Condensing,Clothing,Kitchen,INDESIT,NULL,idc85uk
2015,December,Primary Fire,Hospitals and medical care,0,0,E09000002,BARKING AND DAGENHAM,E05014064,Longbridge,Electricity,Washing machine,Plastic - raw material only,Other,Other,Girbau,Unknown
2015,November,Primary Fire,Entertainment and culture,0,0,E09000003,BARNET,E05013632,Colindale North,Electricity,Dishwasher,Capacitor,Kitchen,ELECTROLUX,NULL,commercial dishwasher
2015,August,Primary Fire,Hospitals and medical care,0,0,E09000028,SOUTHWARK,E05011115,St. Giles,Electricity,Dishwasher,Wiring insulation,Kitchen,NULL,NULL,NULL
2015,December,Primary Fire,Industrial Manufacturing,0,0,E09000010,ENFIELD,E05013679,Edmonton Green,Electricity,Fridge - Freestanding,Plastic - raw material only,Kitchen,TEFCOLD,NULL,unknown due to fire damage
2015,October,Primary Fire,Education,0,0,E09000022,LAMBETH,E05014118,Waterloo & South Bank,Electricity,Fridge - Freestanding,Plastic - raw material only,Canteen/Restaurant,HOBART,NULL,unknown
2015,January,Primary Fire,Education,0,0,E09000015,Harrow,E05013548,Harrow Weald,Electricity,Tumble dryer - Condensing,Not known,Utility room,MIELE,NULL,Professional Tumble Dryer
2015,March,Primary Fire,Non Residential,0,0,E09000024,Merton,E05013829,Wimbledon Town & Dundonald,Electricity,Fridge - Freestanding,Wiring insulation,Other,HOTPOINT,NULL,ice diamond
2015,May,Primary Fire,Non Residential,0,0,E09000031,Waltham Forest,E05013892,Higham Hill,Electricity,Washing machine,Wiring insulation,Store room,HOTPOINT,NULL,aqualtus
2015,May,Primary Fire,Non Residential,0,0,E09000002,Barking and Dagenham,E05014057,Becontree,Electricity,Freezer - Freestanding,Plastic - raw material only,Store room,Other,unknown,unknown
2015,July,Primary Fire,Non Residential,0,0,E09000029,Sutton,E05013766,Sutton North,Electricity,Fridge - Freestanding,Capacitor,External structures,Other,Possibly bought from Argos,Not known
2015,February,Primary Fire,Non Residential,0,0,E09000021,Kingston upon Thames,E05013939,Motspur Park & Old Malden East,Electricity,Washing machine,Internal Fittings,Garage,Other,Unidentifiable,Unidentifiable
2016,April,Primary Fire,Non Residential,0,0,E09000022,LAMBETH,E05014116,Streatham Wells,Electricity,Tumble dryer - Standard,Not known,Other,NULL,NULL,NULL
2016,October,Primary Fire,Non Residential,0,0,E09000017,HILLINGDON,E05013579,South Ruislip,Electricity,Tumble dryer - Standard,Bed/mattress,Garage,CREDA,NULL,Not Known
2016,May,Primary Fire,Non Residential,0,0,E09000004,BEXLEY,E05011233,West Heath,Electricity,Tumble dryer - Condensing,Unspecified internal fitting/part of structure,Garage,HOOVER,NULL,VHC 680F
2016,November,Primary Fire,Hospitals and medical care,0,0,E09000010,ENFIELD,E05013694,Upper Edmonton,Electricity,Fridge - Freestanding,Plastic - raw material only,Kitchen,FOSTER,NULL,E413870
2016,September,Primary Fire,Education,0,0,E09000017,HILLINGDON,E05013566,Colham & Cowley,Electricity,Freezer - Freestanding,Capacitor,Utility room,BEKO,NULL,TZG990
2016,March,Primary Fire,Outdoor structures,0,0,E09000004,BEXLEY,E05011219,Bexleyheath,Electricity,Tumble dryer - Condensing,Wiring insulation,External structures,INDESIT,NULL,IDV75(UK)
2016,March,Primary Fire,Non Residential,0,0,E09000016,HAVERING,E05013974,Havering-atte-Bower,Electricity,Tumble dryer - Standard,Clothing,External structures,HOTPOINT,NULL,Tumble Dryer model unknown
2016,January,Primary Fire,Non Residential,0,0,E09000021,KINGSTON UPON THAMES,E05013935,Hook & Chessington North,Electricity,Tumble dryer - Standard,Clothing,Other,HOTPOINT,NULL,AQUARIUS CTD00
2016,January,Primary Fire,Hospitals and medical care,0,0,E09000012,HACKNEY,E05009370,DALSTON,Electricity,Tumble dryer - Standard,Plastic - raw material only,Utility room,CREDA,NULL,simplicity tumble dryer
2016,November,Primary Fire,Dwelling,0,0,E09000014,HARINGEY,E05013595,Noel Park,Electricity,Tumble dryer - Condensing,Wiring insulation,Bathroom/Toilet,HOOVER,NULL,DYC8813B
2016,November,Primary Fire,Dwelling,0,0,E09000032,WANDSWORTH,E05014022,Thamesfield,Electricity,Dishwasher,Plastic - raw material only,Kitchen,BOSCH,NULL,EXXCEL AUTO
2016,October,Primary Fire,Dwelling,0,0,E09000013,HAMMERSMITH AND FULHAM,E05013737,Coningham,Electricity,Tumble dryer - Condensing,Other item,Utility room,HOTPOINT,NULL,CTD00
2016,November,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013637,Edgware,Electricity,Tumble dryer - Standard,Foam - raw material only,Utility room,HOTPOINT,NULL,ULTIMA TDL60
2016,November,Primary Fire,Dwelling,0,1,E09000028,SOUTHWARK,E05011117,Surrey Docks,Electricity,Tumble dryer - Standard,Other textiles,Kitchen,HOOVER,NULL,VHV180
2016,November,Primary Fire,Dwelling,0,0,E09000004,BEXLEY,E05011227,Longlands,Electricity,Washing machine,Internal Fittings,Kitchen,HOTPOINT,NULL,Deluxe 9525
2016,November,Primary Fire,Dwelling,0,0,E09000016,HAVERING,E05013970,Emerson Park,Electricity,Dishwasher,Internal Fittings,Kitchen,LAMONA,NULL,HJA8630
2016,November,Primary Fire,Dwelling,0,0,E09000008,CROYDON,E05011471,New Addington South,Electricity,Tumble dryer - Condensing,Other item,Utility room,HOOVER,NULL,DNC D91313-80
2016,November,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013641,Garden Suburb,Electricity,Washing machine,None,Kitchen,NULL,NULL,NULL
2016,November,Primary Fire,Dwelling,0,0,E09000016,HAVERING,E05013976,Hylands & Harrow Lodge,Electricity,Washing machine,Plastic - raw material only,Kitchen,HOTPOINT,NULL,WMEF963P
2016,November,Primary Fire,Dwelling,0,0,E09000029,SUTTON,E05013768,Sutton West & East Cheam,Electricity,Washing machine,Wiring insulation,Kitchen,Other,Howdens,8513
2016,November,Primary Fire,Dwelling,0,0,E09000017,HILLINGDON,E05013577,Ruislip,Electricity,Tumble dryer - Condensing,Clothing,Kitchen,HOTPOINT,NULL,TCYM75OC6S
2016,February,Primary Fire,Dwelling,0,0,E09000032,WANDSWORTH,E05014016,Northcote,Electricity,Washing machine,Wiring insulation,Kitchen,INDESIT,NULL,11098
2016,February,Primary Fire,Dwelling,0,0,E09000017,HILLINGDON,E05013573,Ickenham & South Harefield,Electricity,Tumble dryer - Condensing,Other item,Utility room,HOTPOINT,NULL,CTD40P
2016,May,Primary Fire,Dwelling,0,0,E09000015,HARROW,E05013548,Harrow Weald,Electricity,Dishwasher,Plastic - raw material only,Kitchen,HOTPOINT,NULL,Aquarius
2016,May,Primary Fire,Dwelling,0,0,E09000004,BEXLEY,E05011226,Falconwood & Welling,Electricity,Dishwasher,Not known,Kitchen,BEKO,NULL,DFDS1531B
2016,May,Primary Fire,Dwelling,0,0,E09000008,CROYDON,E05011479,Selhurst,Electricity,Fridge/Freezer - Freestanding,Capacitor,Dining room,BOSCH,NULL,maxx classic
2016,May,Primary Fire,Dwelling,0,0,E09000009,EALING,E05013541,Walpole,Electricity,Washing machine,Wiring insulation,Kitchen,HOOVER,NULL,nextra 6-HNWL 7166 Optima
2016,May,Primary Fire,Dwelling,0,0,E09000025,NEWHAM,E05013919,Plaistow South,Electricity,Fridge/Freezer - Freestanding,Wiring insulation,Kitchen,BEKO,NULL,CF5015APW
2016,June,Primary Fire,Dwelling,0,1,E09000028,SOUTHWARK,E05011111,Peckham Rye,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,HOOVER,NULL,VH W654D - 80
2016,June,Primary Fire,Dwelling,0,0,E09000006,BROMLEY,E05014000,Mottingham,Electricity,Tumble dryer - Condensing,Other textiles,Kitchen,HOTPOINT,NULL,Futura TVFM60
2016,June,Primary Fire,Dwelling,0,0,E09000033,WESTMINSTER,E05013800,Maida Vale,Electricity,Dishwasher,Wiring insulation,Kitchen,AEG,NULL,OKO favorit 545
2016,June,Primary Fire,Dwelling,0,0,E09000032,WANDSWORTH,E05014019,Shaftesbury & Queenstown,Electricity,Washing machine,Rubber - raw material only,Kitchen,FAGOR,NULL,N/A
2016,June,Primary Fire,Dwelling,0,0,E09000018,HOUNSLOW,E05013606,Bedfont,Electricity,Tumble dryer - Condensing,Other item,Kitchen,HOOVER,NULL,Infinity Aquavision
2016,June,Primary Fire,Dwelling,0,0,E09000006,BROMLEY,E05013998,Hayes & Coney Hall,Electricity,Washing machine,Wiring insulation,Kitchen,HOTPOINT,NULL,unknown
2016,June,Primary Fire,Dwelling,0,0,E09000011,GREENWICH,E05014092,Woolwich Arsenal,Electricity,Fridge/Freezer - Freestanding,Plastic - raw material only,Kitchen,BEKO,NULL,CDA653fs
2016,June,Primary Fire,Dwelling,0,0,E09000006,BROMLEY,E05013997,Farnborough & Crofton,Electricity,Washing machine,Unspecified internal fitting/part of structure,Kitchen,ZANUSSI,NULL,FL828
2016,June,Primary Fire,Dwelling,0,0,E09000004,BEXLEY,E05011220,Blackfen & Lamorbey,Electricity,Washing machine,Internal Fittings,Kitchen,N E F,NULL,Not known
2016,April,Primary Fire,Dwelling,0,0,E09000006,BROMLEY,E05014008,West Wickham,Electricity,Fridge - Integrated,Other item,Kitchen,Other,Not known due to the age and extent of burning,Not known
2016,April,Primary Fire,Dwelling,0,0,E09000018,HOUNSLOW,E05013613,Feltham North,Electricity,Dishwasher,Plastic - raw material only,Kitchen,NULL,NULL,NULL
2016,May,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013628,Barnet Vale,Electricity,Washing machine,Internal Fittings,Utility room,L G,NULL,WM12336FD
2016,April,Primary Fire,Dwelling,0,0,E09000015,HARROW,E05013560,Stanmore,Electricity,Tumble dryer - Standard,Internal Fittings,Kitchen,HOTPOINT,NULL,tvm570p
2016,April,Primary Fire,Dwelling,0,0,E09000030,TOWER HAMLETS,E05009327,Mile End,Electricity,Washer/Dryer combined,Not known,Kitchen,HOTPOINT,NULL,Aquarius WD440
2016,April,Primary Fire,Dwelling,0,0,E09000023,LEWISHAM,E05013718,Crofton Park,Electricity,Washing machine,Other item,Kitchen,SIEMENS,NULL,Vario Perfect
2016,December,Primary Fire,Dwelling,0,2,E09000003,BARNET,E05013631,Childs Hill,Electricity,Tumble dryer - Standard,Internal Fittings,Kitchen,HOTPOINT,NULL,Aquarius
2016,December,Primary Fire,Dwelling,0,0,E09000026,REDBRIDGE,E05011254,Wanstead Park,Electricity,Washing machine,Plastic - raw material only,Kitchen,BARCO,NULL,xx-xxx
2016,December,Primary Fire,Dwelling,0,0,E09000006,BROMLEY,E05013994,Clock House,Electricity,Dishwasher,Printed circuit board,Kitchen,HOTPOINT,NULL,FDW70P
2016,October,Primary Fire,Dwelling,0,1,E09000020,KENSINGTON AND CHELSEA,E05009402,REDCLIFFE,Electricity,Tumble dryer - Standard,Other textiles,Utility room,MIELE,NULL,T4839c
2016,October,Primary Fire,Dwelling,0,0,E09000012,HACKNEY,E05009379,KING'S PARK,Electricity,Tumble dryer - Standard,Other item,Kitchen,HOTPOINT,NULL,Aquarius TCM580G
2016,October,Primary Fire,Dwelling,0,0,E09000002,BARKING AND DAGENHAM,E05014062,Goresbrook,Electricity,Washing machine,Plastic - raw material only,Kitchen,BOSCH,NULL,Classixx 1200 express
2016,October,Primary Fire,Dwelling,0,0,E09000031,WALTHAM FOREST,E05013883,Cathall,Electricity,Tumble dryer - Standard,Plastic - raw material only,Kitchen,INDESIT,NULL,IDC85K
2016,September,Primary Fire,Dwelling,0,0,E09000017,HILLINGDON,E05013583,Yeading,Electricity,Tumble dryer - Standard,Bedding,Utility room,SWAN,NULL,Not known
2016,September,Primary Fire,Dwelling,0,0,E09000011,GREENWICH,E05014076,East Greenwich,Electricity,Tumble dryer - Condensing,Other textiles,"Under stairs (enclosed, storage area)",INDESIT,NULL,IDC75
2016,September,Primary Fire,Dwelling,0,0,E09000018,HOUNSLOW,E05013609,Chiswick Gunnersbury,Electricity,Washing machine,Plastic - raw material only,Kitchen,NEFF,NULL,w5320x0gb
2016,September,Primary Fire,Dwelling,0,0,E09000011,GREENWICH,E05014079,Eltham Town & Avery Hill,Electricity,Washing machine,Printed circuit board,Kitchen,HOTPOINT,NULL,WT741
2016,September,Primary Fire,Dwelling,0,0,E09000006,BROMLEY,E05013994,Clock House,Electricity,Freezer - Freestanding,Foam - raw material only,Kitchen,INDESIT,NULL,TZAA 10 UK 01 
2016,September,Primary Fire,Dwelling,0,0,E09000002,BARKING AND DAGENHAM,E05014064,Longbridge,Electricity,Washing machine,Plastic - raw material only,Kitchen,BOSCH,NULL,unknown
2016,September,Primary Fire,Dwelling,0,0,E09000010,ENFIELD,E05013675,Bullsmoor,Electricity,Dishwasher,Printed circuit board,Kitchen,HOTPOINT,NULL,Aquarius
2016,July,Primary Fire,Dwelling,0,0,E09000028,SOUTHWARK,E05011099,Dulwich Hill,Electricity,Washing machine,Internal Fittings,Kitchen,ELECTROLUX,NULL,not known
2016,July,Primary Fire,Dwelling,0,0,E09000009,EALING,E05013534,Perivale,Electricity,Fridge/Freezer - Freestanding,Wiring insulation,Kitchen,SAMSUNG,NULL,Side by Side (American style) 
2016,July,Primary Fire,Dwelling,0,0,E09000032,WANDSWORTH,E05014026,Wandle,Electricity,Tumble dryer - Standard,Other textiles,Utility room,CDA,NULL,CL920
2016,July,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013629,Brunswick Park,Electricity,Washer/Dryer combined,Plastic - raw material only,Kitchen,WHIRLPOOL,NULL,awg345/4
2016,December,Primary Fire,Dwelling,0,0,E09000014,HARINGEY,E05013598,Seven Sisters,Electricity,Washing machine,Internal Fittings,Kitchen,INDESIT,NULL,1200 wixl 123
2016,May,Primary Fire,Dwelling,0,0,E09000026,REDBRIDGE,E05011238,Churchfields,Electricity,Tumble dryer - Condensing,Other item,Utility room,HOTPOINT,NULL,TCL 780G
2016,July,Primary Fire,Dwelling,0,0,E09000002,BARKING AND DAGENHAM,E05014055,Barking Riverside,Electricity,Tumble dryer - Standard,Other item,Kitchen,HOTPOINT,NULL,TCM580BP
2016,July,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013633,Colindale South,Electricity,Washing machine,Wiring insulation,Kitchen,HOOVER,NULL,AAA 140-01
2016,July,Primary Fire,Dwelling,0,0,E09000016,HAVERING,E05013977,Marshalls & Rise Park,Electricity,Dishwasher,Plastic - raw material only,Kitchen,BOSCH,NULL,Dishwasher
2016,August,Primary Fire,Dwelling,0,0,E09000004,BEXLEY,E05011217,Barnehurst,Electricity,Freezer - Freestanding,Capacitor,Kitchen,BEKO,NULL,ZSA 436S
2016,August,Primary Fire,Dwelling,0,0,E09000008,CROYDON,E05011486,Thornton Heath,Electricity,Tumble dryer - Condensing,Wiring insulation,Kitchen,HOOVER,NULL,DYC88132BXC-80
2016,August,Primary Fire,Dwelling,0,1,E09000024,MERTON,E05013821,Pollards Hill,Electricity,Fridge/Freezer - Freestanding,Printed circuit board,Kitchen,BEKO,NULL,Aclass
2016,July,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013634,Cricklewood,Electricity,Washer/Dryer combined,Clothing,Kitchen,LG,NULL,F148RD6
2016,March,Primary Fire,Retail,0,0,E09000016,HAVERING,E05013979,Rainham & Wennington,Electricity,Freezer - Freestanding,Wiring insulation,Shop floor/Showroom/Display hall,Other,Industrial,Unknown
2016,February,Primary Fire,Retail,0,0,E09000008,CROYDON,E05011472,Norbury & Pollards Hill,Electricity,Washing machine,Rubber - raw material only,Shop floor/Showroom/Display hall,IPSO,NULL,washing machine. 
2016,January,Late Call,Dwelling,0,0,E09000006,BROMLEY,E05013991,Bromley Town,Electricity,Washing machine,Not known,Utility room,MIELE,NULL,W5824
2016,January,Primary Fire,Dwelling,0,0,E09000022,LAMBETH,E05014095,Brixton Acre Lane,Electricity,Washing machine,Wiring insulation,Utility room,HOTPOINT,NULL,Aquarius+ WMF700
2016,January,Primary Fire,Dwelling,0,0,E09000007,CAMDEN,E05013659,Hampstead Town,Electricity,Dishwasher,Internal Fittings,Kitchen,NULL,NULL,NULL
2016,January,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013643,Hendon,Electricity,Washing machine,None,Kitchen,MIELE,NULL,Novotronic
2016,February,Primary Fire,Dwelling,0,0,E09000011,GREENWICH,E05014088,Plumstead Common,Electricity,Dishwasher,Wiring insulation,Kitchen,BOSCH,NULL,unknown
2016,January,Primary Fire,Dwelling,0,0,E09000019,ISLINGTON,E05013712,Tollington,Electricity,Washing machine,Plastic - raw material only,Kitchen,HOTPOINT,NULL,WMXTF842G
2016,February,Primary Fire,Dwelling,0,0,E09000015,HARROW,E05013557,Rayners Lane,Electricity,Washing machine,Wiring insulation,Kitchen,SERVIS,NULL,20002925865
2016,February,Primary Fire,Dwelling,0,0,E09000018,HOUNSLOW,E05013610,Chiswick Homefields,Electricity,Washer/Dryer combined,Wiring insulation,Other,ZANUSSI,NULL,WDJ1074/A
2016,February,Primary Fire,Dwelling,0,4,E09000031,WALTHAM FOREST,E05013896,Leyton,Electricity,Fridge - Freestanding,Capacitor,Kitchen,Other,Not known,Not known
2016,April,Primary Fire,Food and Drink,0,0,E09000031,WALTHAM FOREST,E05013884,Chapel End,Electricity,Dishwasher,Printed circuit board,Kitchen,HALCYON,NULL,MAIDAID
2016,October,Primary Fire,Food and Drink,0,0,E09000006,BROMLEY,E05013991,Bromley Town,Electricity,Fridge - Freestanding,External fittings,Store room,Other,Silverwing,N/A
2016,March,Primary Fire,Food and Drink,0,0,E09000030,TOWER HAMLETS,E05009333,Spitalfields & Banglatown,Electricity,Freezer - Freestanding,Capacitor,Other,PORKKA,NULL,F840
2016,March,Primary Fire,Retail,0,0,E09000020,KENSINGTON AND CHELSEA,E05009401,QUEEN'S GATE,Electricity,Washing machine,Clothing,Store room,JLA,NULL,88
2016,May,Primary Fire,Retail,0,0,E09000015,HARROW,E05013551,Kenton East,Electricity,Tumble dryer - Condensing,Other item,Kitchen,HOTPOINT,NULL,TCFM90C6P
2016,December,Primary Fire,House in Multiple Occupation,0,0,E09000011,GREENWICH,E05014093,Woolwich Common,Electricity,Washing machine,Wiring insulation,Kitchen,BEKO,NULL,WMD 261W
2016,March,Primary Fire,Dwelling,0,0,E09000006,BROMLEY,E05013996,Darwin,Electricity,Tumble dryer - Standard,Clothing,External structures,CANDY,NULL,unknown
2016,January,Primary Fire,Converted Flats/Maisonettes,0,0,E09000003,BARNET,E05013648,West Finchley,Electricity,Fridge - Integrated,Other item,Kitchen,DAEWOO,NULL,unknown
2016,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000032,WANDSWORTH,E05014013,Furzedown,Electricity,Washing machine,Plastic - raw material only,Kitchen,BOSCH,NULL,WAE24377GB
2016,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000009,EALING,E05013521,Ealing Common,Electricity,Tumble dryer - Condensing,Other item,Utility room,CREDA,NULL,T622CW
2016,June,Primary Fire,Converted Flats/Maisonettes,0,2,E09000002,BARKING AND DAGENHAM,E05014069,Valence,Electricity,Fridge/Freezer - Freestanding,Wiring insulation,Bedroom,BEKO,NULL,CA5411FFW
2016,September,Primary Fire,Converted Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014115,Streatham St. Leonard's,Electricity,Tumble dryer - Standard,Internal Fittings,Kitchen,HOTPOINT,NULL,VTD00G
2016,April,Primary Fire,Dwelling,0,0,E09000028,SOUTHWARK,E05011109,Old Kent Road,Electricity,Dishwasher,Wiring insulation,Kitchen,Other,Unknown burnt out,Unknown
2016,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000009,EALING,E05013533,Norwood Green,Electricity,Washing machine,Other furniture,Kitchen,INDESIT,NULL,IWD71451ECO
2016,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000023,LEWISHAM,E05013724,Hither Green,Electricity,Tumble dryer - Condensing,Other textiles,Kitchen,HOTPOINT,NULL,TCFM9OC6P
2016,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,SOUTHWARK,E05011115,St. Giles,Electricity,Dishwasher,Plastic - raw material only,Kitchen,MATSUI,NULL,MS2S/A
2016,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000033,WESTMINSTER,E05013805,Regent's Park,Electricity,Dishwasher,Wiring insulation,Kitchen,SMEG,NULL,DI 612 CA
2016,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000009,EALING,E05013522,East Acton,Electricity,Washing machine,Internal Fittings,Kitchen,BOSCH,NULL,WAA28168GB/29
2016,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000029,SUTTON,E05013767,Sutton South,Electricity,Tumble dryer - Condensing,Not known,Other,BEKO,NULL,DRCS68W
2016,December,Primary Fire,Converted Flats/Maisonettes,0,0,E09000013,HAMMERSMITH AND FULHAM,E05013733,Addison,Electricity,Dishwasher,Wiring insulation,Kitchen,BOSCH,NULL,SRS4302GB/10
2016,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000013,HAMMERSMITH AND FULHAM,E05013751,West Kensington,Electricity,Fridge - Freestanding,Foam - raw material only,Kitchen,Other,unknown,unknown
2016,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000003,BARNET,E05013643,Hendon,Electricity,Tumble dryer - Standard,Clothing,Bathroom/Toilet,BOSCH,NULL,T445
2016,October,Primary Fire,Converted Flats/Maisonettes,0,0,E09000013,HAMMERSMITH AND FULHAM,E05013737,Coningham,Electricity,Fridge/Freezer - Freestanding,Capacitor,Kitchen,HOTPOINT,NULL,rfa52
2016,May,Primary Fire,Converted Flats/Maisonettes,0,0,E09000014,HARINGEY,E05013588,Crouch End,Electricity,Fridge - Integrated,Other item,Kitchen,PHILIPS,NULL,Unknown
2016,May,Primary Fire,Converted Flats/Maisonettes,0,1,E09000019,ISLINGTON,E05013707,Junction,Electricity,Fridge/Freezer - Integrated,Capacitor,Kitchen,ZANUSSI,NULL,ZBB8294
2016,April,Primary Fire,Converted Flats/Maisonettes,0,0,E09000009,EALING,E05013536,South Acton,Electricity,Washing machine,None,Kitchen,SERVIS,NULL,M6003S-1
